,event name,organiser,speciality,keyword,similarity,date present,description present,start year,start month,start date,end year,end month,end date,time present,start time,end time,description,fee type,fees,mode,venue,register url
53,Core Competencies in Respiratory Management of Patients with Chronic Lung diseases,Tan Tock Seng Hospital,infectious diseases,chronic lung diseases,0.7417822998137908,True,True,2023,10,12.0,2023,10,12.0,True,8:00am,5:00pm,"Globally, chronic lung diseases have been a growing health concern with a significant increase in mortality and morbidity yearly. With acute exacerbation, patients with chronic lung diseases often present with worsening symptoms such as dyspnea and increased secretion production. These symptoms, when not addressed promptly, could lead to severe respiratory failure consequently. After an acute exacerbation, patients with chronic lung diseases often continue to experience dyspnea and reduced effort tolerance, which could result in decreased quality of life and potential functional decline. Timely and appropriate medical and physiotherapy treatment is therefore imperative in the acute stage to facilitate recovery and delay functional deterioration, be it in the critical care units or general wards.<br><br>This one day workshop aims to equip physiotherapists with the understanding of respiratory impairments present in patients with chronic lung diseases. Participants will learn the various physiotherapy interventions to target these respiratory impairments. This includes airway clearance techniques and adjuncts for secretion management, as well as its evidence for use, in intubated and non-intubated patients with chronic lung diseases. In addition, the considerations and precautions for early rehabilitation for these patients will be discussed. At the end of the workshop, participants will be equipped with the knowledge required to develop a holistic, evidence-based treatment plan in effectively managing patients with chronic lung diseases in the acute setting.<br><br>Learning objectives:<br>1) To understand the pathophysiology of common chronic lung diseases and its respiratory impairments<br>2) To appreciate the diagnostic investigations and medical management of  patients with chronic lung diseases<br>3) To learn about the evidence of various airway clearance techniques as well as rehabilitation approaches in both intubated and non-intubated patients with chronic lung diseases<br>4) To understand the different modes of oxygen therapy delivery and its role in rehabilitation for patients with chronic lung diseases <br>5) To equip participants with a framework that guides clinical reasoning to effectively manage patients with respiratory impairments",Paid,400.0,Virtual,,
54,Core Competencies in Respiratory Management of Patients with Chronic Lung diseases,Tan Tock Seng Hospital,respiratory medicine,respiratory management,0.7378140926710102,True,True,2023,10,12.0,2023,10,12.0,True,8:00am,5:00pm,"Globally, chronic lung diseases have been a growing health concern with a significant increase in mortality and morbidity yearly. With acute exacerbation, patients with chronic lung diseases often present with worsening symptoms such as dyspnea and increased secretion production. These symptoms, when not addressed promptly, could lead to severe respiratory failure consequently. After an acute exacerbation, patients with chronic lung diseases often continue to experience dyspnea and reduced effort tolerance, which could result in decreased quality of life and potential functional decline. Timely and appropriate medical and physiotherapy treatment is therefore imperative in the acute stage to facilitate recovery and delay functional deterioration, be it in the critical care units or general wards.<br><br>This one day workshop aims to equip physiotherapists with the understanding of respiratory impairments present in patients with chronic lung diseases. Participants will learn the various physiotherapy interventions to target these respiratory impairments. This includes airway clearance techniques and adjuncts for secretion management, as well as its evidence for use, in intubated and non-intubated patients with chronic lung diseases. In addition, the considerations and precautions for early rehabilitation for these patients will be discussed. At the end of the workshop, participants will be equipped with the knowledge required to develop a holistic, evidence-based treatment plan in effectively managing patients with chronic lung diseases in the acute setting.<br><br>Learning objectives:<br>1) To understand the pathophysiology of common chronic lung diseases and its respiratory impairments<br>2) To appreciate the diagnostic investigations and medical management of  patients with chronic lung diseases<br>3) To learn about the evidence of various airway clearance techniques as well as rehabilitation approaches in both intubated and non-intubated patients with chronic lung diseases<br>4) To understand the different modes of oxygen therapy delivery and its role in rehabilitation for patients with chronic lung diseases <br>5) To equip participants with a framework that guides clinical reasoning to effectively manage patients with respiratory impairments",Paid,400.0,Virtual,,
55,Core Competencies in Respiratory Management of Patients with Chronic Lung diseases,Tan Tock Seng Hospital,psychiatry,core competencies,0.46611742234077325,True,True,2023,10,12.0,2023,10,12.0,True,8:00am,5:00pm,"Globally, chronic lung diseases have been a growing health concern with a significant increase in mortality and morbidity yearly. With acute exacerbation, patients with chronic lung diseases often present with worsening symptoms such as dyspnea and increased secretion production. These symptoms, when not addressed promptly, could lead to severe respiratory failure consequently. After an acute exacerbation, patients with chronic lung diseases often continue to experience dyspnea and reduced effort tolerance, which could result in decreased quality of life and potential functional decline. Timely and appropriate medical and physiotherapy treatment is therefore imperative in the acute stage to facilitate recovery and delay functional deterioration, be it in the critical care units or general wards.<br><br>This one day workshop aims to equip physiotherapists with the understanding of respiratory impairments present in patients with chronic lung diseases. Participants will learn the various physiotherapy interventions to target these respiratory impairments. This includes airway clearance techniques and adjuncts for secretion management, as well as its evidence for use, in intubated and non-intubated patients with chronic lung diseases. In addition, the considerations and precautions for early rehabilitation for these patients will be discussed. At the end of the workshop, participants will be equipped with the knowledge required to develop a holistic, evidence-based treatment plan in effectively managing patients with chronic lung diseases in the acute setting.<br><br>Learning objectives:<br>1) To understand the pathophysiology of common chronic lung diseases and its respiratory impairments<br>2) To appreciate the diagnostic investigations and medical management of  patients with chronic lung diseases<br>3) To learn about the evidence of various airway clearance techniques as well as rehabilitation approaches in both intubated and non-intubated patients with chronic lung diseases<br>4) To understand the different modes of oxygen therapy delivery and its role in rehabilitation for patients with chronic lung diseases <br>5) To equip participants with a framework that guides clinical reasoning to effectively manage patients with respiratory impairments",Paid,400.0,Virtual,,
56,Core Competencies in Respiratory Management of Patients with Chronic Lung diseases,Tan Tock Seng Hospital,paediatric surgery,patients,0.42037010462286356,True,True,2023,10,12.0,2023,10,12.0,True,8:00am,5:00pm,"Globally, chronic lung diseases have been a growing health concern with a significant increase in mortality and morbidity yearly. With acute exacerbation, patients with chronic lung diseases often present with worsening symptoms such as dyspnea and increased secretion production. These symptoms, when not addressed promptly, could lead to severe respiratory failure consequently. After an acute exacerbation, patients with chronic lung diseases often continue to experience dyspnea and reduced effort tolerance, which could result in decreased quality of life and potential functional decline. Timely and appropriate medical and physiotherapy treatment is therefore imperative in the acute stage to facilitate recovery and delay functional deterioration, be it in the critical care units or general wards.<br><br>This one day workshop aims to equip physiotherapists with the understanding of respiratory impairments present in patients with chronic lung diseases. Participants will learn the various physiotherapy interventions to target these respiratory impairments. This includes airway clearance techniques and adjuncts for secretion management, as well as its evidence for use, in intubated and non-intubated patients with chronic lung diseases. In addition, the considerations and precautions for early rehabilitation for these patients will be discussed. At the end of the workshop, participants will be equipped with the knowledge required to develop a holistic, evidence-based treatment plan in effectively managing patients with chronic lung diseases in the acute setting.<br><br>Learning objectives:<br>1) To understand the pathophysiology of common chronic lung diseases and its respiratory impairments<br>2) To appreciate the diagnostic investigations and medical management of  patients with chronic lung diseases<br>3) To learn about the evidence of various airway clearance techniques as well as rehabilitation approaches in both intubated and non-intubated patients with chronic lung diseases<br>4) To understand the different modes of oxygen therapy delivery and its role in rehabilitation for patients with chronic lung diseases <br>5) To equip participants with a framework that guides clinical reasoning to effectively manage patients with respiratory impairments",Paid,400.0,Virtual,,
57,The Musculoskeletal Management Series: Assessing and Managing Lower Quadrant Disorders,Tan Tock Seng Hospital,public health,managing,0.47841343932847497,True,True,2023,11,1.0,2023,11,2.0,False,,,"With the ageing population, there is rising healthcare demands of population in Singapore, and healthcare needs of the musculoskeletal (MSK) care is getting more prominent. While some MSK symptoms are mild and may resolve with rest and analgesics, some individuals presenting with MSK conditions may turn to become chronic conditions, hence it is important to be able to address their symptoms accurately, and provide early and appropriate treatment with relevant education on their conditions via evidence-based practice.<br><br>The focus of this workshop is on lower quadrant (e.g. lower limbs and back) conditions. This workshop aims to boost participants' confidence and equip them with updated knowledge and skills in assessing and managing patients with common lower quadrant disorders, including back pain with/without radicular pain, hip and knee joint pain, as well as some common lower limnb sports injuries.  
Practical sessions with handling skills will be conducted together with various case scenarios and discussions.<br><br>At the end of the course, participants should be able to:<br>1) Assess and clinically reason through differential diagnoses for the lower quadrant conditions, e.g. lumbopelvic region, hip and knee joints<br>2) Understand common surgical and non-surgical management<br>3) Be confident and effective in providing the appropriate manual techniques,  exercise prescriptions as well as education and advice tailored to the patient's individiual condition.",Paid,800.0,Face-to-Face,Tan Tock Seng Hospital,
58,The Musculoskeletal Management Series: Assessing and Managing Lower Quadrant Disorders,Tan Tock Seng Hospital,respiratory medicine,musculoskeletal,0.47105758462885455,True,True,2023,11,1.0,2023,11,2.0,False,,,"With the ageing population, there is rising healthcare demands of population in Singapore, and healthcare needs of the musculoskeletal (MSK) care is getting more prominent. While some MSK symptoms are mild and may resolve with rest and analgesics, some individuals presenting with MSK conditions may turn to become chronic conditions, hence it is important to be able to address their symptoms accurately, and provide early and appropriate treatment with relevant education on their conditions via evidence-based practice.<br><br>The focus of this workshop is on lower quadrant (e.g. lower limbs and back) conditions. This workshop aims to boost participants' confidence and equip them with updated knowledge and skills in assessing and managing patients with common lower quadrant disorders, including back pain with/without radicular pain, hip and knee joint pain, as well as some common lower limnb sports injuries.  
Practical sessions with handling skills will be conducted together with various case scenarios and discussions.<br><br>At the end of the course, participants should be able to:<br>1) Assess and clinically reason through differential diagnoses for the lower quadrant conditions, e.g. lumbopelvic region, hip and knee joints<br>2) Understand common surgical and non-surgical management<br>3) Be confident and effective in providing the appropriate manual techniques,  exercise prescriptions as well as education and advice tailored to the patient's individiual condition.",Paid,800.0,Face-to-Face,Tan Tock Seng Hospital,
59,The Musculoskeletal Management Series: Assessing and Managing Lower Quadrant Disorders,Tan Tock Seng Hospital,pathology,lower quadrant disorders,0.35381015536829347,True,True,2023,11,1.0,2023,11,2.0,False,,,"With the ageing population, there is rising healthcare demands of population in Singapore, and healthcare needs of the musculoskeletal (MSK) care is getting more prominent. While some MSK symptoms are mild and may resolve with rest and analgesics, some individuals presenting with MSK conditions may turn to become chronic conditions, hence it is important to be able to address their symptoms accurately, and provide early and appropriate treatment with relevant education on their conditions via evidence-based practice.<br><br>The focus of this workshop is on lower quadrant (e.g. lower limbs and back) conditions. This workshop aims to boost participants' confidence and equip them with updated knowledge and skills in assessing and managing patients with common lower quadrant disorders, including back pain with/without radicular pain, hip and knee joint pain, as well as some common lower limnb sports injuries.  
Practical sessions with handling skills will be conducted together with various case scenarios and discussions.<br><br>At the end of the course, participants should be able to:<br>1) Assess and clinically reason through differential diagnoses for the lower quadrant conditions, e.g. lumbopelvic region, hip and knee joints<br>2) Understand common surgical and non-surgical management<br>3) Be confident and effective in providing the appropriate manual techniques,  exercise prescriptions as well as education and advice tailored to the patient's individiual condition.",Paid,800.0,Face-to-Face,Tan Tock Seng Hospital,
60,The Musculoskeletal Management Series: Assessing and Managing Lower Quadrant Disorders,Tan Tock Seng Hospital,diagnostic radiology,assessing,0.33839923305285335,True,True,2023,11,1.0,2023,11,2.0,False,,,"With the ageing population, there is rising healthcare demands of population in Singapore, and healthcare needs of the musculoskeletal (MSK) care is getting more prominent. While some MSK symptoms are mild and may resolve with rest and analgesics, some individuals presenting with MSK conditions may turn to become chronic conditions, hence it is important to be able to address their symptoms accurately, and provide early and appropriate treatment with relevant education on their conditions via evidence-based practice.<br><br>The focus of this workshop is on lower quadrant (e.g. lower limbs and back) conditions. This workshop aims to boost participants' confidence and equip them with updated knowledge and skills in assessing and managing patients with common lower quadrant disorders, including back pain with/without radicular pain, hip and knee joint pain, as well as some common lower limnb sports injuries.  
Practical sessions with handling skills will be conducted together with various case scenarios and discussions.<br><br>At the end of the course, participants should be able to:<br>1) Assess and clinically reason through differential diagnoses for the lower quadrant conditions, e.g. lumbopelvic region, hip and knee joints<br>2) Understand common surgical and non-surgical management<br>3) Be confident and effective in providing the appropriate manual techniques,  exercise prescriptions as well as education and advice tailored to the patient's individiual condition.",Paid,800.0,Face-to-Face,Tan Tock Seng Hospital,
61,Management of the Diabetic Foot in the Community,Tan Tock Seng Hospital,public health,community,0.707454622325811,False,True,2023,11,,2023,11,,False,,,"With the aging population and a higher incidence of patients with chronic diseases such as diabetes, healthcare professionals such as nurses, therapists and therapy aides are needed to have specific skills sets to manage a list of problems they may face when treating their patients in the community. Nurses, therapists and therapy aides working in the community are often called upon to manage the feet of their patients. This may include simple diabetic foot screening and toenail cutting.<br><br>This 1.5 day course will comprise of lectures, workshops with hands-on practice and a competency test.",Paid,300.0,Face-to-Face,,
62,Management of the Diabetic Foot in the Community,Tan Tock Seng Hospital,medical oncology,management,0.5379971519506102,False,True,2023,11,,2023,11,,False,,,"With the aging population and a higher incidence of patients with chronic diseases such as diabetes, healthcare professionals such as nurses, therapists and therapy aides are needed to have specific skills sets to manage a list of problems they may face when treating their patients in the community. Nurses, therapists and therapy aides working in the community are often called upon to manage the feet of their patients. This may include simple diabetic foot screening and toenail cutting.<br><br>This 1.5 day course will comprise of lectures, workshops with hands-on practice and a competency test.",Paid,300.0,Face-to-Face,,
63,Management of the Diabetic Foot in the Community,Tan Tock Seng Hospital,orthopaedic surgery,foot,0.32660192307527014,False,True,2023,11,,2023,11,,False,,,"With the aging population and a higher incidence of patients with chronic diseases such as diabetes, healthcare professionals such as nurses, therapists and therapy aides are needed to have specific skills sets to manage a list of problems they may face when treating their patients in the community. Nurses, therapists and therapy aides working in the community are often called upon to manage the feet of their patients. This may include simple diabetic foot screening and toenail cutting.<br><br>This 1.5 day course will comprise of lectures, workshops with hands-on practice and a competency test.",Paid,300.0,Face-to-Face,,
64,Management of the Diabetic Foot in the Community,Tan Tock Seng Hospital,renal medicine,diabetic,0.25989663673126784,False,True,2023,11,,2023,11,,False,,,"With the aging population and a higher incidence of patients with chronic diseases such as diabetes, healthcare professionals such as nurses, therapists and therapy aides are needed to have specific skills sets to manage a list of problems they may face when treating their patients in the community. Nurses, therapists and therapy aides working in the community are often called upon to manage the feet of their patients. This may include simple diabetic foot screening and toenail cutting.<br><br>This 1.5 day course will comprise of lectures, workshops with hands-on practice and a competency test.",Paid,300.0,Face-to-Face,,
65,Stroke Rehabilitation for the Budding Occupational Therapist,Tan Tock Seng Hospital,rehabilitation medicine,rehabilitation,0.828292692251276,True,True,2023,11,23.0,2023,11,24.0,False,,,"In Singapore, stroke is among the top causes of hospitalisation and disability. Occupational Therapists (OTs) play a vital role in the rehabilitation of stroke patients. Managing the myriad of deficits in a patient affected by stroke can be challenging for OTs new to neurological rehabilitation. ",Paid,755.0 (SAOT Member); 830.0 (Non-SAOT Member),Face-to-Face,Tan Tock Seng Hospital,
66,Stroke Rehabilitation for the Budding Occupational Therapist,Tan Tock Seng Hospital,occupational medicine,occupational therapist,0.7864894693101089,True,True,2023,11,23.0,2023,11,24.0,False,,,"In Singapore, stroke is among the top causes of hospitalisation and disability. Occupational Therapists (OTs) play a vital role in the rehabilitation of stroke patients. Managing the myriad of deficits in a patient affected by stroke can be challenging for OTs new to neurological rehabilitation. ",Paid,755.0 (SAOT Member); 830.0 (Non-SAOT Member),Face-to-Face,Tan Tock Seng Hospital,
67,Stroke Rehabilitation for the Budding Occupational Therapist,Tan Tock Seng Hospital,cardiothoracic surgery,stroke,0.35891556271422126,True,True,2023,11,23.0,2023,11,24.0,False,,,"In Singapore, stroke is among the top causes of hospitalisation and disability. Occupational Therapists (OTs) play a vital role in the rehabilitation of stroke patients. Managing the myriad of deficits in a patient affected by stroke can be challenging for OTs new to neurological rehabilitation. ",Paid,755.0 (SAOT Member); 830.0 (Non-SAOT Member),Face-to-Face,Tan Tock Seng Hospital,
68,Stroke Rehabilitation for the Budding Occupational Therapist,Tan Tock Seng Hospital,nuclear medicine,budding,0.2949049740836399,True,True,2023,11,23.0,2023,11,24.0,False,,,"In Singapore, stroke is among the top causes of hospitalisation and disability. Occupational Therapists (OTs) play a vital role in the rehabilitation of stroke patients. Managing the myriad of deficits in a patient affected by stroke can be challenging for OTs new to neurological rehabilitation. ",Paid,755.0 (SAOT Member); 830.0 (Non-SAOT Member),Face-to-Face,Tan Tock Seng Hospital,
69,Orthotic Management of the Fractured Spine,Tan Tock Seng Hospital,rehabilitation medicine,orthotic management,0.5532678671648565,False,True,2023,12,,2023,12,,False,,,"Spinal fractures are increasingly common in Singapore and can have serious consequences if not managed appropriately. Healthcare staff working in the inpatient setting are likely to encounter patients with spinal fractures and should be equipped with skillsets to safely manage them. <br><br>This course is designed to equip healthcare professionals caring for patients with spinal fractures with:1) An understanding of the roles of surgery, physiotherapy and spinal bracing in the management of spinal fractures2) Safe manual handling skills for patients with spinal fractures3) Tips on the use and care of spinal fracture braces<br><br>This half day course will comprise of lectures and a hands-on practical workshop",Paid,100.0,Face-to-Face,,
70,Orthotic Management of the Fractured Spine,Tan Tock Seng Hospital,plastic surgery,fractured,0.3647232385198651,False,True,2023,12,,2023,12,,False,,,"Spinal fractures are increasingly common in Singapore and can have serious consequences if not managed appropriately. Healthcare staff working in the inpatient setting are likely to encounter patients with spinal fractures and should be equipped with skillsets to safely manage them. <br><br>This course is designed to equip healthcare professionals caring for patients with spinal fractures with:1) An understanding of the roles of surgery, physiotherapy and spinal bracing in the management of spinal fractures2) Safe manual handling skills for patients with spinal fractures3) Tips on the use and care of spinal fracture braces<br><br>This half day course will comprise of lectures and a hands-on practical workshop",Paid,100.0,Face-to-Face,,
71,The Healthcare Professional’s Guide to Transtibial Prosthetics,Tan Tock Seng Hospital,public health,healthcare professional,0.8452589654472744,False,True,2023,12,,2023,12,,False,,,"Lower limb amputations as a result of vascular complications are the leading cause of amputation in the developed world. With increasing rates of chronic diseases that may result in amputation, such as diabetes and peripheral vascular disease, most healthcare professionals are likely to encounter at least one lower limb prosthesis user during the course of their careers. <br><br>Below knee amputations (transtibial amputations) are the most common level of lower limb amputation and are likely to be encountered by different groups of healthcare professionals in a variety of settings.",Paid,250.0,Face-to-Face,,
72,The Healthcare Professional’s Guide to Transtibial Prosthetics,Tan Tock Seng Hospital,orthopaedic surgery,transtibial prosthetics,0.5281353737028031,False,True,2023,12,,2023,12,,False,,,"Lower limb amputations as a result of vascular complications are the leading cause of amputation in the developed world. With increasing rates of chronic diseases that may result in amputation, such as diabetes and peripheral vascular disease, most healthcare professionals are likely to encounter at least one lower limb prosthesis user during the course of their careers. <br><br>Below knee amputations (transtibial amputations) are the most common level of lower limb amputation and are likely to be encountered by different groups of healthcare professionals in a variety of settings.",Paid,250.0,Face-to-Face,,
73,Return-to-work (RTW): Competencies for Occupational Therapists,Tan Tock Seng Hospital,occupational medicine,occupational therapists,0.8073139295179644,True,True,2024,2,22.0,2024,2,23.0,False,,,"This interactive 2-day workshop will equip Occupational Therapists with the skills and knowledge to assess and match clients’ physical and cognitive functional abilities to their job demands, conduct workplace assessment
and develop RTW goals to facilitate RTW. 
",Paid,890.0 (SAOT Member); 980.0 (Non-SAOT Member),Face-to-Face,Tan Tock Seng Hospital,
74,Return-to-work (RTW): Competencies for Occupational Therapists,Tan Tock Seng Hospital,psychiatry,competencies,0.5627811352538683,True,True,2024,2,22.0,2024,2,23.0,False,,,"This interactive 2-day workshop will equip Occupational Therapists with the skills and knowledge to assess and match clients’ physical and cognitive functional abilities to their job demands, conduct workplace assessment
and develop RTW goals to facilitate RTW. 
",Paid,890.0 (SAOT Member); 980.0 (Non-SAOT Member),Face-to-Face,Tan Tock Seng Hospital,
75,Return-to-work (RTW): Competencies for Occupational Therapists,Tan Tock Seng Hospital,public health,return to work,0.34688956523030784,True,True,2024,2,22.0,2024,2,23.0,False,,,"This interactive 2-day workshop will equip Occupational Therapists with the skills and knowledge to assess and match clients’ physical and cognitive functional abilities to their job demands, conduct workplace assessment
and develop RTW goals to facilitate RTW. 
",Paid,890.0 (SAOT Member); 980.0 (Non-SAOT Member),Face-to-Face,Tan Tock Seng Hospital,
76,Clinical Applications of Wheelchair Seating & Mobility,Tan Tock Seng Hospital,medical oncology,clinical,0.4970643513130489,True,True,2024,3,7.0,2024,3,8.0,False,,,A proper seating and mobility evaluation involves assessment and consideration of many client factors. These factors will determine the prescription of seating components and wheelchair design to improve functionality and overall performance for daily quality of life issues. ,Paid,760.0 (SAOT Member); 835.0 (Non-SAOT Member),Face-to-Face,Tan Tock Seng Hospital,
77,Clinical Applications of Wheelchair Seating & Mobility,Tan Tock Seng Hospital,rehabilitation medicine,wheelchair,0.30479061683563724,True,True,2024,3,7.0,2024,3,8.0,False,,,A proper seating and mobility evaluation involves assessment and consideration of many client factors. These factors will determine the prescription of seating components and wheelchair design to improve functionality and overall performance for daily quality of life issues. ,Paid,760.0 (SAOT Member); 835.0 (Non-SAOT Member),Face-to-Face,Tan Tock Seng Hospital,
78,Supporting Seniors in Self-management of Chronic Conditions in the Community,Tan Tock Seng Hospital,public health,community,0.707454622325811,True,True,2024,3,21.0,2024,3,21.0,False,,,"Older adults with chronic conditions may experience problems in their daily lives due to the impact of the diseases, such as falls which may result in hospitalisation and disabilities. Self-management programmes held overseas in the community have helped individuals to gain skills and confidence to live well with one or more chronic conditions. ",Paid,500.0 (SAOT Member); 550.0 (Non-SAOT Member),Face-to-Face,Tan Tock Seng Hospital,
79,Supporting Seniors in Self-management of Chronic Conditions in the Community,Tan Tock Seng Hospital,public health,seniors,0.5372591542808005,True,True,2024,3,21.0,2024,3,21.0,False,,,"Older adults with chronic conditions may experience problems in their daily lives due to the impact of the diseases, such as falls which may result in hospitalisation and disabilities. Self-management programmes held overseas in the community have helped individuals to gain skills and confidence to live well with one or more chronic conditions. ",Paid,500.0 (SAOT Member); 550.0 (Non-SAOT Member),Face-to-Face,Tan Tock Seng Hospital,
80,Supporting Seniors in Self-management of Chronic Conditions in the Community,Tan Tock Seng Hospital,public health,self management,0.5361938419990224,True,True,2024,3,21.0,2024,3,21.0,False,,,"Older adults with chronic conditions may experience problems in their daily lives due to the impact of the diseases, such as falls which may result in hospitalisation and disabilities. Self-management programmes held overseas in the community have helped individuals to gain skills and confidence to live well with one or more chronic conditions. ",Paid,500.0 (SAOT Member); 550.0 (Non-SAOT Member),Face-to-Face,Tan Tock Seng Hospital,
81,Supporting Seniors in Self-management of Chronic Conditions in the Community,Tan Tock Seng Hospital,infectious diseases,chronic conditions,0.5022123022284645,True,True,2024,3,21.0,2024,3,21.0,False,,,"Older adults with chronic conditions may experience problems in their daily lives due to the impact of the diseases, such as falls which may result in hospitalisation and disabilities. Self-management programmes held overseas in the community have helped individuals to gain skills and confidence to live well with one or more chronic conditions. ",Paid,500.0 (SAOT Member); 550.0 (Non-SAOT Member),Face-to-Face,Tan Tock Seng Hospital,
